qhcluster,qhnumber,qhhome,ps109_1r,ps109_1a,ps109_1m,ps109_1s,ps7,hvidx,hhid
2301,76,1,si,1.0,0.0,,3,5,      230107601
2301,78,1,si,2.0,0.0,,1,4,      230107801
2302,106,1,si,0.0,3.0,,1,3,      230210601
2302,133,1,si,0.0,6.0,,1,3,      230213301
2302,136,1,si,0.0,8.0,,1,5,      230213601
2302,136,1,si,0.0,8.0,,2,6,      230213601
2302,149,1,si,0.0,2.0,,1,4,      230214901
2302,149,1,si,0.0,2.0,,2,5,      230214901
2302,149,1,si,0.0,2.0,,3,6,      230214901
2303,12,1,si,0.0,7.0,,1,4,      230301201
2303,12,1,si,0.0,7.0,,2,5,      230301201
2303,16,1,si,0.0,6.0,,1,3,      230301601
2303,24,1,si,0.0,8.0,,1,5,      230302401
2303,63,1,si,0.0,6.0,,1,3,      230306301
2303,94,1,si,0.0,6.0,,1,6,      230309401
2303,107,1,si,0.0,7.0,,1,2,      230310701
2303,107,1,si,0.0,7.0,,2,3,      230310701
2303,110,1,si,0.0,9.0,,1,4,      230311001
2303,110,1,si,0.0,9.0,,2,5,      230311001
2304,106,1,si,0.0,8.0,,1,3,      230410601
2304,106,1,si,0.0,8.0,,2,4,      230410601
2304,134,1,si,1.0,7.0,,1,3,      230413401
2304,134,1,si,0.0,7.0,,2,4,      230413401
2305,33,1,si,0.0,6.0,,1,2,      230503301
2305,33,1,si,0.0,6.0,,2,3,      230503301
2305,34,1,si,1.0,6.0,,1,3,      230503401
2305,34,1,si,0.0,6.0,,2,4,      230503401
2305,61,1,si,0.0,7.0,,1,3,      230506101
2305,121,1,si,1.0,5.0,,1,4,      230512101
2306,3,1,si,1.0,9.0,,1,4,      230600301
2306,3,1,si,1.0,9.0,,2,5,      230600301
2306,30,1,si,0.0,9.0,,1,5,      230603001
2306,52,1,si,0.0,7.0,,1,4,      230605201
2306,83,1,si,0.0,4.0,,1,4,      230608301
2306,92,1,si,1.0,0.0,,1,3,      230609201
2306,125,1,si,1.0,9.0,,1,3,      230612501
2307,69,1,si,0.0,1.0,,1,3,      230706901
2307,76,1,si,0.0,4.0,,1,3,      230707601
2307,99,1,si,0.0,4.0,,1,3,      230709901
2308,27,1,si,1.0,7.0,,1,5,      230802701
2308,27,1,si,1.0,7.0,,2,6,      230802701
2308,27,1,si,0.0,7.0,,3,7,      230802701
2308,27,1,si,1.0,7.0,,4,8,      230802701
2308,29,1,si,0.0,1.0,,1,3,      230802901
2308,29,1,si,0.0,1.0,,2,4,      230802901
2308,29,1,si,0.0,1.0,,3,5,      230802901
2308,69,1,si,0.0,6.0,,1,4,      230806901
2308,71,1,si,1.0,2.0,,1,4,      230807101
2309,1,1,no,,,,1,2,      230900101
2309,1,1,no,,,,2,5,      230900101
2309,24,1,si,0.0,9.0,,1,3,      230902401
2309,158,1,si,2.0,0.0,,1,4,      230915801
2310,39,1,no,,,,1,6,      231003901
2310,39,1,no,,,,2,7,      231003901
2310,54,1,si,0.0,3.0,,1,3,      231005401
2310,112,1,si,1.0,6.0,,1,4,      231011201
2310,112,1,si,0.0,6.0,,2,5,      231011201
2310,114,1,si,0.0,5.0,,1,5,      231011401
2310,114,1,si,0.0,5.0,,2,6,      231011401
2310,114,1,si,0.0,5.0,,3,9,      231011401
2311,40,1,si,0.0,5.0,,1,3,      231104001
2311,40,1,si,0.0,5.0,,2,4,      231104001
2311,57,1,si,0.0,6.0,,1,4,      231105701
2311,103,1,si,0.0,6.0,,1,3,      231110301
2312,68,1,si,1.0,6.0,,1,4,      231206801
2312,101,1,si,0.0,8.0,,1,4,      231210101
2312,101,1,si,0.0,8.0,,2,6,      231210101
2313,20,1,si,2.0,6.0,,1,4,      231302001
2313,20,1,si,2.0,6.0,,2,5,      231302001
2313,20,1,si,2.0,6.0,,3,6,      231302001
2313,20,1,si,0.0,6.0,,4,7,      231302001
2313,44,1,si,0.0,6.0,,1,4,      231304401
2313,81,1,si,1.0,6.0,,1,6,      231308101
2313,100,1,si,1.0,6.0,,1,3,      231310001
2313,100,1,si,1.0,6.0,,2,6,      231310001
2313,118,1,si,0.0,6.0,,1,4,      231311801
2314,15,1,si,0.0,6.0,,1,3,      231401501
2314,48,1,si,1.0,0.0,,1,3,      231404801
2314,48,1,si,1.0,0.0,,2,4,      231404801
2314,48,1,si,1.0,0.0,,3,5,      231404801
2314,49,1,si,0.0,6.0,,1,3,      231404901
2315,31,1,si,2.0,0.0,,1,4,      231503101
2315,31,1,si,2.0,0.0,,2,5,      231503101
2315,31,1,si,0.0,9.0,,3,6,      231503101
2315,46,1,no,,,,1,3,      231504601
2315,47,1,si,1.0,6.0,,1,3,      231504701
2315,54,1,si,0.0,9.0,,1,5,      231505401
2316,6,1,no,,,,1,5,      231600601
2316,94,1,no,,,,1,3,      231609401
2316,104,1,si,0.0,9.0,,1,2,      231610401
2316,104,1,si,0.0,9.0,,2,3,      231610401
2316,104,1,si,0.0,9.0,,3,6,      231610401
2316,123,1,no,,,,1,4,      231612301
2317,25,1,si,0.0,9.0,,1,3,      231702501
2317,82,1,si,2.0,4.0,,1,4,      231708201
2317,82,1,si,2.0,4.0,,2,5,      231708201
2317,128,1,si,0.0,5.0,,1,3,      231712801
2317,130,1,si,0.0,5.0,,1,3,      231713001
2318,16,1,si,1.0,7.0,,1,4,      231801601
2318,16,1,si,1.0,7.0,,2,5,      231801601
2318,56,1,si,1.0,8.0,,1,3,      231805601
2318,61,1,si,3.0,7.0,,1,5,      231806101
2318,78,1,si,0.0,8.0,,1,3,      231807801
2318,79,1,si,1.0,7.0,,1,5,      231807901
2318,103,1,si,2.0,8.0,,1,5,      231810301
2318,103,1,si,2.0,8.0,,2,6,      231810301
2318,115,1,si,0.0,7.0,,1,2,      231811501
2318,119,1,si,0.0,8.0,,1,3,      231811901
2319,19,1,si,0.0,6.0,,1,4,      231901901
2319,19,1,si,0.0,6.0,,2,5,      231901901
2319,26,1,si,1.0,6.0,,1,3,      231902601
2319,49,1,si,0.0,3.0,,1,3,      231904901
2319,74,1,si,1.0,6.0,,1,5,      231907401
2319,74,1,si,0.0,6.0,,2,6,      231907401
2319,132,1,si,0.0,3.0,,1,3,      231913201
2319,134,1,si,0.0,4.0,,1,3,      231913401
2320,52,1,si,0.0,8.0,,1,4,      232005201
2320,53,1,si,0.0,8.0,,1,4,      232005301
2320,53,1,si,0.0,8.0,,2,5,      232005301
2320,55,1,si,0.0,5.0,,1,2,      232005501
2320,55,1,si,0.0,5.0,,2,3,      232005501
2320,61,1,si,0.0,8.0,,1,3,      232006101
2320,64,1,si,1.0,0.0,,1,4,      232006401
2320,64,1,si,1.0,0.0,,2,5,      232006401
2320,151,1,si,0.0,6.0,,1,3,      232015101
2320,152,1,si,0.0,7.0,,1,4,      232015201
2320,154,1,no,,,,1,3,      232015401
2320,154,1,si,0.0,6.0,,2,4,      232015401
2320,155,1,no,,,,1,4,      232015501
2321,1,1,si,2.0,7.0,,1,4,      232100101
2321,1,1,si,2.0,7.0,,2,5,      232100101
2321,2,1,si,2.0,7.0,,1,5,      232100201
2321,2,1,si,2.0,7.0,,2,6,      232100201
2321,5,1,si,2.0,7.0,,1,3,      232100501
2321,36,1,si,no sabe,,,1,4,      232103601
2321,37,1,si,2.0,7.0,,1,3,      232103701
2321,38,1,si,1.0,7.0,,1,3,      232103801
2321,38,1,si,1.0,7.0,,2,4,      232103801
2321,39,1,si,2.0,7.0,,1,7,      232103901
2321,39,1,si,2.0,7.0,,2,8,      232103901
2321,39,1,si,2.0,7.0,,3,9,      232103901
2321,39,1,si,1.0,7.0,,4,10,      232103901
2321,88,1,si,1.0,6.0,,1,4,      232108801
2321,88,1,si,0.0,6.0,,2,5,      232108801
2321,92,1,si,1.0,7.0,,1,5,      232109201
2321,92,1,si,0.0,7.0,,2,6,      232109201
2322,1,1,si,2.0,6.0,,1,4,      232200101
2322,3,1,si,3.0,7.0,,1,4,      232200301
2322,3,1,si,0.0,7.0,,2,5,      232200301
2322,4,1,si,2.0,6.0,,1,5,      232200401
2322,4,1,si,2.0,6.0,,2,6,      232200401
2322,5,1,si,0.0,6.0,,1,3,      232200501
2322,5,1,si,0.0,6.0,,2,5,      232200501
2322,59,1,si,1.0,7.0,,1,3,      232205901
2322,60,1,si,2.0,6.0,,1,3,      232206001
2322,61,1,si,2.0,7.0,,1,5,      232206101
2322,61,1,si,2.0,7.0,,2,6,      232206101
2322,61,1,si,2.0,7.0,,3,7,      232206101
2322,62,1,si,2.0,6.0,,1,4,      232206201
2322,103,1,si,0.0,7.0,,1,3,      232210301
2322,103,1,si,0.0,7.0,,2,4,      232210301
2322,104,1,si,2.0,6.0,,1,3,      232210401
2322,104,1,si,2.0,6.0,,2,4,      232210401
2322,104,1,si,0.0,6.0,,3,5,      232210401
2322,106,1,si,1.0,6.0,,1,3,      232210601
2322,107,1,si,0.0,7.0,,1,3,      232210701
2323,22,1,si,2.0,11.0,,1,4,      232302201
2323,22,1,si,2.0,11.0,,2,5,      232302201
2323,22,1,si,2.0,11.0,,3,6,      232302201
2323,23,1,si,1.0,7.0,,1,3,      232302301
2323,23,1,si,1.0,7.0,,2,4,      232302301
2323,23,1,si,1.0,7.0,,3,5,      232302301
2323,24,1,si,2.0,11.0,,1,3,      232302401
2323,24,1,si,2.0,11.0,,2,4,      232302401
2323,24,1,si,2.0,11.0,,3,5,      232302401
2323,44,1,si,2.0,11.0,,1,4,      232304401
2323,44,1,si,2.0,11.0,,2,5,      232304401
2323,45,1,si,2.0,11.0,,1,3,      232304501
2323,45,1,si,2.0,11.0,,2,5,      232304501
2323,46,1,si,0.0,8.0,,1,4,      232304601
2323,47,1,si,2.0,11.0,,1,3,      232304701
2323,47,1,si,2.0,11.0,,2,4,      232304701
2323,58,1,si,1.0,7.0,,1,4,      232305801
2323,61,1,si,2.0,11.0,,1,3,      232306101
2323,61,1,si,2.0,11.0,,2,4,      232306101
2323,61,1,si,2.0,11.0,,3,5,      232306101
2323,61,1,si,2.0,11.0,,4,6,      232306101
2324,41,1,si,2.0,8.0,,1,3,      232404101
2324,41,1,si,0.0,8.0,,2,4,      232404101
2324,42,1,si,0.0,8.0,,1,5,      232404201
2324,42,1,si,0.0,8.0,,2,6,      232404201
2324,42,1,si,0.0,8.0,,3,7,      232404201
2324,43,1,si,3.0,0.0,,1,5,      232404301
2324,43,1,si,1.0,6.0,,2,6,      232404301
2324,103,1,si,3.0,0.0,,1,3,      232410301
2324,103,1,si,3.0,0.0,,2,4,      232410301
2324,106,1,si,1.0,6.0,,1,3,      232410601
2324,106,1,si,1.0,6.0,,2,4,      232410601
2324,106,1,si,0.0,6.0,,3,5,      232410601
2324,106,1,si,1.0,6.0,,4,6,      232410601
2324,107,1,si,0.0,7.0,,1,3,      232410701
2324,107,1,si,0.0,7.0,,2,4,      232410701
2324,107,1,si,0.0,7.0,,3,5,      232410701
2324,120,1,si,2.0,0.0,,1,4,      232412001
2324,120,1,si,1.0,0.0,,2,5,      232412001
2324,122,1,si,1.0,6.0,,1,5,      232412201
2324,122,1,si,1.0,6.0,,2,6,      232412201
2325,1,1,si,2.0,6.0,,1,4,      232500101
2325,20,1,si,1.0,7.0,,1,3,      232502001
2325,20,1,si,1.0,7.0,,2,4,      232502001
2325,47,1,si,2.0,6.0,,1,4,      232504701
2325,60,1,si,1.0,7.0,,1,3,      232506001
2325,86,1,si,2.0,6.0,,1,3,      232508601
2325,93,1,si,2.0,7.0,,1,3,      232509301
2325,122,1,si,0.0,6.0,,1,5,      232512201
2325,122,1,si,0.0,6.0,,2,7,      232512201
2325,159,1,si,0.0,7.0,,1,3,      232515901
2325,181,1,si,1.0,6.0,,1,3,      232518101
2325,181,1,si,1.0,6.0,,2,4,      232518101
2325,181,1,si,0.0,6.0,,3,5,      232518101
2326,42,1,si,0.0,5.0,,1,3,      232604201
2326,43,1,si,0.0,5.0,,1,4,      232604301
2326,43,1,si,0.0,5.0,,2,5,      232604301
2326,83,1,si,0.0,5.0,,1,3,      232608301
2326,84,1,si,3.0,6.0,,1,3,      232608401
2326,84,1,si,2.0,0.0,,2,4,      232608401
2326,86,1,si,3.0,6.0,,1,6,      232608601
2326,86,1,si,3.0,6.0,,2,7,      232608601
2326,86,1,si,1.0,6.0,,3,8,      232608601
2326,86,1,si,0.0,8.0,,4,15,      232608601
2326,115,1,si,2.0,6.0,,1,5,      232611501
2326,116,1,si,1.0,5.0,,1,3,      232611601
2326,116,1,si,1.0,5.0,,2,4,      232611601
2326,117,1,si,1.0,6.0,,1,3,      232611701
2326,118,1,si,1.0,5.0,,1,5,      232611801
2326,119,1,si,1.0,6.0,,1,3,      232611901
2326,119,1,si,1.0,6.0,,2,4,      232611901
2327,77,1,si,0.0,6.0,,1,3,      232707701
2327,77,1,si,2.0,6.0,,2,4,      232707701
2327,77,1,si,2.0,6.0,,3,5,      232707701
2327,78,1,si,2.0,5.0,,1,4,      232707801
2327,78,1,si,2.0,5.0,,2,5,      232707801
2327,78,1,si,2.0,5.0,,3,6,      232707801
2327,78,1,si,1.0,5.0,,4,7,      232707801
2327,79,1,si,1.0,6.0,,1,4,      232707901
2327,80,1,si,2.0,5.0,,1,4,      232708001
2327,131,1,si,0.0,3.0,,1,3,      232713101
2327,132,1,si,1.0,4.0,,1,4,      232713201
2327,132,1,si,1.0,4.0,,2,5,      232713201
2327,132,1,si,1.0,4.0,,3,6,      232713201
2327,132,1,si,1.0,4.0,,4,13,      232713201
2327,132,1,si,1.0,4.0,,5,14,      232713201
2327,133,1,si,2.0,6.0,,1,3,      232713301
2327,133,1,si,2.0,6.0,,2,4,      232713301
2327,134,1,si,1.0,5.0,,1,3,      232713401
2327,134,1,si,1.0,5.0,,2,5,      232713401
2327,134,1,si,1.0,5.0,,3,6,      232713401
2327,134,1,si,1.0,5.0,,4,7,      232713401
2327,135,1,si,0.0,6.0,,1,8,      232713501
2327,169,1,si,1.0,5.0,,1,4,      232716901
2327,169,1,si,0.0,5.0,,2,5,      232716901
2327,170,1,si,1.0,4.0,,1,2,      232717001
2327,170,1,si,1.0,4.0,,2,3,      232717001
2327,171,1,si,3.0,5.0,,1,5,      232717101
2327,171,1,si,2.0,5.0,,2,6,      232717101
2327,172,1,si,4.0,6.0,,1,3,      232717201
2327,172,1,si,2.0,6.0,,2,6,      232717201
2327,173,1,si,1.0,4.0,,1,3,      232717301
2328,1,1,no,,,,1,2,      232800101
2328,2,1,si,0.0,7.0,,1,3,      232800201
2328,3,1,si,1.0,0.0,,1,3,      232800301
2328,6,1,si,1.0,4.0,,1,4,      232800601
2328,6,1,si,1.0,4.0,,2,5,      232800601
2328,7,1,si,1.0,0.0,,1,4,      232800701
2328,7,1,si,1.0,0.0,,2,5,      232800701
2328,8,1,si,1.0,4.0,,1,3,      232800801
2328,9,1,si,0.0,5.0,,1,3,      232800901
2328,9,1,si,4.0,0.0,,2,4,      232800901
2328,9,1,si,4.0,0.0,,3,6,      232800901
2328,10,1,si,0.0,5.0,,1,3,      232801001
2328,39,1,si,2.0,0.0,,1,5,      232803901
2328,42,1,si,1.0,5.0,,1,3,      232804201
2328,42,1,si,0.0,5.0,,2,4,      232804201
2328,43,1,si,0.0,6.0,,1,4,      232804301
2329,11,1,si,2.0,6.0,,1,3,      232901101
2329,11,1,si,2.0,6.0,,2,4,      232901101
2329,11,1,si,1.0,6.0,,3,5,      232901101
2329,12,1,si,2.0,6.0,,1,4,      232901201
2329,14,1,si,2.0,6.0,,1,2,      232901401
2329,14,1,si,2.0,6.0,,2,4,      232901401
2329,14,1,si,1.0,6.0,,3,5,      232901401
2329,15,1,si,2.0,6.0,,1,3,      232901501
2329,15,1,si,2.0,6.0,,2,4,      232901501
2329,15,1,si,2.0,6.0,,3,5,      232901501
2329,15,1,si,2.0,6.0,,4,6,      232901501
2329,57,1,si,2.0,6.0,,1,5,      232905701
2329,57,1,si,1.0,6.0,,2,6,      232905701
2329,57,1,si,1.0,6.0,,3,7,      232905701
2329,58,1,si,2.0,6.0,,1,3,      232905801
2329,60,1,si,2.0,6.0,,1,4,      232906001
2329,60,1,si,2.0,6.0,,2,5,      232906001
2329,60,1,si,2.0,6.0,,3,6,      232906001
2329,72,1,si,2.0,6.0,,1,4,      232907201
2329,74,1,si,2.0,6.0,,1,4,      232907401
2329,74,1,si,1.0,6.0,,2,5,      232907401
2330,33,1,no,,,,1,3,      233003301
2330,33,1,no,,,,2,4,      233003301
2330,33,1,no,,,,3,5,      233003301
2330,84,1,si,2.0,11.0,,1,3,      233008401
2331,25,1,no,,,,1,3,      233102501
2331,25,1,no,,,,2,4,      233102501
2331,34,1,no,,,,1,4,      233103401
2331,53,1,no,,,,1,4,      233105301
2331,104,1,no,,,,1,5,      233110401
2331,104,1,no,,,,2,6,      233110401
2332,12,1,no,,,,1,4,      233201201
2332,26,1,no,,,,1,3,      233202601
2332,49,1,no,,,,1,4,      233204901
2332,85,1,no,,,,1,4,      233208501
2332,85,1,no,,,,2,5,      233208501
2332,85,1,no,,,,3,6,      233208501
2332,85,1,no,,,,4,7,      233208501
2333,32,1,no,,,,1,7,      233303201
2333,32,1,no,,,,2,10,      233303201
2333,32,1,no,,,,3,11,      233303201
2333,45,2,no,,,,1,3,      233304502
2333,45,2,no,,,,2,4,      233304502
2333,45,2,no,,,,3,5,      233304502
2333,67,1,no,,,,1,5,      233306701
2333,105,1,no,,,,1,8,      233310501
2333,115,1,no,,,,1,3,      233311501
2333,115,1,no,,,,2,5,      233311501
2333,116,1,no,,,,1,3,      233311601
2334,2,1,no,,,,1,4,      233400201
2334,2,1,no,,,,2,5,      233400201
2334,18,1,no,,,,1,6,      233401801
2334,18,1,no,,,,2,14,      233401801
2334,18,1,no,,,,3,16,      233401801
2334,31,1,no,,,,1,9,      233403101
2334,56,1,no,,,,1,7,      233405601
2334,72,2,no,,,,1,2,      233407202
2334,72,2,no,,,,2,3,      233407202
2334,72,3,no,,,,1,2,      233407203
2334,89,1,no,,,,1,3,      233408901
2334,89,3,no,,,,1,3,      233408903
2335,5,1,no,,,,1,3,      233500501
2335,30,1,no,,,,1,3,      233503001
2335,30,1,no,,,,2,4,      233503001
2335,53,1,no,,,,1,3,      233505301
2335,56,1,no,,,,1,5,      233505601
2335,62,2,no,,,,1,3,      233506202
2335,73,1,no,,,,1,3,      233507301
2335,73,1,no,,,,2,4,      233507301
2335,126,1,no,,,,1,2,      233512601
2336,53,1,no,,,,1,3,      233605301
2336,54,1,no,,,,1,3,      233605401
2338,101,1,no,,,,1,5,      233810101
2340,78,1,no,,,,1,5,      234007801
2340,83,1,si,0.0,4.0,,1,4,      234008301
2340,83,1,si,0.0,4.0,,2,5,      234008301
2342,21,1,no,,,,1,4,      234202101
2342,78,1,si,0.0,1.0,,1,4,      234207801
2342,78,1,si,0.0,1.0,,2,5,      234207801
2342,79,1,no,,,,1,6,      234207901
2343,52,1,no,,,,1,5,      234305201
2343,59,1,no,,,,1,7,      234305901
2343,71,1,no,,,,1,6,      234307101
2344,11,1,no,,,,1,10,      234401101
2344,22,1,no,,,,1,4,      234402201
2344,36,1,si,0.0,0.0,,1,6,      234403601
2344,78,1,no,,,,1,4,      234407801
2344,78,1,no,,,,2,5,      234407801
2345,29,2,no,,,,1,3,      234502902
2345,29,2,no,,,,2,4,      234502902
2345,66,1,no,,,,1,7,      234506601
2345,93,1,no,,,,1,4,      234509301
2345,117,1,si,0.0,6.0,,1,5,      234511701
2345,117,1,si,0.0,6.0,,2,6,      234511701
2346,91,1,si,0.0,5.0,,1,3,      234609101
2346,91,1,si,0.0,4.0,,2,4,      234609101
2347,38,1,no,,,,1,3,      234703801
2347,38,1,no,,,,2,4,      234703801
2347,44,1,no,,,,1,3,      234704401
2347,44,1,no,,,,2,4,      234704401
2347,99,1,no,,,,1,3,      234709901
2347,99,1,no,,,,2,4,      234709901
2348,72,1,no,,,,1,6,      234807201
2348,113,1,no,,,,1,6,      234811301
2348,113,1,no,,,,2,8,      234811301
2348,113,1,no,,,,3,9,      234811301
2348,116,1,no,,,,1,3,      234811601
2348,116,1,no,,,,2,4,      234811601
2350,14,1,no,,,,1,5,      235001401
2350,14,1,no,,,,2,7,      235001401
2350,17,1,no,,,,1,6,      235001701
2350,39,1,no,,,,1,6,      235003901
2350,39,2,no,,,,1,3,      235003902
2350,39,2,no,,,,2,4,      235003902
2350,51,1,no,,,,1,7,      235005101
2351,21,1,no,,,,1,3,      235102101
2351,21,1,no,,,,2,4,      235102101
2351,50,1,no,,,,1,3,      235105001
2351,62,1,no,,,,1,3,      235106201
2351,62,1,no,,,,2,4,      235106201
2351,91,1,no,,,,1,5,      235109101
2352,14,2,no,,,,1,3,      235201402
2352,14,2,no,,,,2,4,      235201402
2352,14,2,no,,,,3,5,      235201402
2352,14,2,no,,,,4,6,      235201402
2352,44,1,no,,,,1,4,      235204401
2352,44,1,no,,,,2,5,      235204401
2353,22,1,no,,,,1,2,      235302201
2353,22,1,no,,,,2,3,      235302201
2353,22,1,no,,,,3,4,      235302201
2353,38,1,no,,,,1,4,      235303801
2353,55,1,no,,,,1,3,      235305501
2353,70,1,no,,,,1,4,      235307001
2353,70,1,no,,,,2,5,      235307001
2355,4,3,no,,,,1,4,      235500403
2355,4,3,no,,,,2,5,      235500403
2355,11,1,no,,,,1,5,      235501101
2355,83,1,no,,,,1,3,      235508301
2355,83,1,no,,,,2,4,      235508301
2356,63,1,no,,,,1,4,      235606301
2356,63,1,no,,,,2,5,      235606301
2356,103,1,no,,,,1,6,      235610301
2357,26,1,si,0.0,8.0,,1,3,      235702601
2357,72,1,no,,,,1,6,      235707201
2357,114,1,no,,,,1,6,      235711401
2357,114,1,no,,,,2,7,      235711401
2357,114,1,no,,,,3,10,      235711401
2358,23,1,no,,,,1,3,      235802301
2358,23,1,no,,,,2,4,      235802301
2358,35,1,si,0.0,1.0,,1,3,      235803501
2358,35,1,no,,,,2,4,      235803501
2358,45,1,no,,,,1,3,      235804501
2358,55,1,no,,,,1,4,      235805501
2359,14,1,no,,,,1,5,      235901401
2359,34,1,no,,,,1,3,      235903401
2359,38,1,no,,,,1,6,      235903801
2359,63,1,no,,,,1,5,      235906301
2359,63,1,no,,,,2,6,      235906301
2359,79,1,no,,,,1,3,      235907901
2359,79,1,no,,,,2,6,      235907901
2359,79,1,no,,,,3,7,      235907901
2359,85,1,no,,,,1,3,      235908501
2359,85,2,no,,,,1,3,      235908502
2359,85,3,si,0.0,5.0,,1,4,      235908503
2360,67,1,no,,,,1,3,      236006701
2360,67,1,no,,,,2,4,      236006701
2360,102,2,no,,,,1,3,      236010202
2360,102,2,no,,,,2,4,      236010202
2360,109,1,no,,,,1,4,      236010901
2361,27,1,si,0.0,3.0,,1,4,      236102701
2361,27,1,no,,,,2,5,      236102701
2361,27,1,si,0.0,3.0,,3,10,      236102701
2361,27,1,si,0.0,3.0,,4,11,      236102701
2361,43,1,no,,,,1,4,      236104301
2361,65,1,no,,,,1,6,      236106501
2361,112,1,si,0.0,3.0,,1,3,      236111201
2361,112,1,si,0.0,3.0,,2,4,      236111201
2362,21,1,9,99.0,99.0,,1,7,      236202101
2362,21,1,9,99.0,99.0,,2,8,      236202101
2362,21,1,9,99.0,99.0,,3,10,      236202101
2362,21,1,9,99.0,99.0,,4,11,      236202101
2362,81,1,no,,,,1,5,      236208101
2362,81,1,no,,,,2,6,      236208101
2362,110,1,si,0.0,6.0,,1,4,      236211001
2362,130,1,si,0.0,6.0,,1,3,      236213001
2363,72,1,no,,,,1,4,      236307201
2363,123,1,si,1.0,4.0,,1,12,      236312301
2364,2,1,si,1.0,9.0,,1,3,      236400201
2364,8,1,si,0.0,6.0,,1,5,      236400801
2364,27,1,si,0.0,7.0,,1,4,      236402701
2364,27,1,si,0.0,7.0,,2,5,      236402701
2364,70,1,si,3.0,0.0,,1,5,      236407001
2364,70,1,si,1.0,0.0,,2,6,      236407001
2364,70,1,si,3.0,0.0,,3,8,      236407001
2364,71,1,si,0.0,6.0,,1,7,      236407101
2364,71,1,si,0.0,6.0,,2,10,      236407101
2365,24,1,no,,,,1,4,      236502401
2365,27,1,si,0.0,1.0,,1,3,      236502701
2366,2,1,no,,,,1,4,      236600201
2366,52,1,si,2.0,0.0,,1,6,      236605201
2366,52,1,si,1.0,0.0,,2,7,      236605201
2366,67,1,si,2.0,0.0,,1,3,      236606701
2367,5,1,si,1.0,11.0,,1,4,      236700501
2367,19,1,si,1.0,6.0,,1,3,      236701901
2367,38,1,si,1.0,11.0,,1,3,      236703801
2367,38,1,si,2.0,11.0,,2,4,      236703801
2367,70,1,si,2.0,11.0,,1,3,      236707001
2367,70,1,si,2.0,11.0,,2,4,      236707001
2367,70,1,si,1.0,11.0,,3,5,      236707001
2367,85,1,si,1.0,7.0,,1,5,      236708501
2367,91,1,si,0.0,8.0,,1,3,      236709101
2368,38,1,si,0.0,8.0,,1,5,      236803801
2368,49,1,si,0.0,6.0,,1,4,      236804901
2368,55,1,si,0.0,8.0,,1,6,      236805501
2368,55,1,si,0.0,8.0,,2,7,      236805501
2368,80,1,si,0.0,8.0,,1,3,      236808001
2368,80,1,no,,,,2,4,      236808001
2368,145,1,no,,,,1,4,      236814501
2368,148,1,no,,,,1,8,      236814801
2369,4,1,9,99.0,99.0,,1,7,      236900401
2369,35,1,no,,,,1,3,      236903501
2369,35,1,no,,,,2,4,      236903501
2369,81,1,si,0.0,6.0,,1,5,      236908101
2369,81,1,si,0.0,6.0,,2,6,      236908101
2370,61,2,no,,,,1,2,      237006102
2370,61,2,no,,,,2,3,      237006102
2370,74,1,no,,,,1,5,      237007401
2370,74,1,no,,,,2,6,      237007401
2370,80,1,no,,,,1,6,      237008001
2370,80,1,no,,,,2,7,      237008001
2371,74,1,no,,,,1,3,      237107401
2371,74,1,no,,,,2,4,      237107401
2371,74,1,no,,,,3,5,      237107401
2371,75,1,si,0.0,7.0,,1,4,      237107501
2371,75,1,si,0.0,7.0,,2,5,      237107501
2372,4,1,si,0.0,8.0,,1,3,      237200401
2372,4,1,si,0.0,8.0,,2,4,      237200401
2372,4,1,si,0.0,8.0,,3,5,      237200401
2372,8,1,si,0.0,4.0,,1,3,      237200801
2372,46,1,si,0.0,7.0,,1,3,      237204601
2372,59,1,si,0.0,8.0,,1,2,      237205901
2372,66,1,si,0.0,6.0,,1,3,      237206601
2373,60,1,si,1.0,8.0,,1,5,      237306001
2373,81,1,si,0.0,4.0,,1,5,      237308101
2373,90,1,si,1.0,8.0,,1,5,      237309001
2373,119,1,si,0.0,7.0,,1,3,      237311901
2373,119,1,si,0.0,7.0,,2,4,      237311901
2374,51,1,si,0.0,3.0,,1,3,      237405101
2374,60,1,si,0.0,7.0,,1,4,      237406001
2374,60,1,si,0.0,7.0,,2,5,      237406001
2374,66,1,si,0.0,2.0,,1,3,      237406601
2374,80,1,si,0.0,2.0,,1,3,      237408001
2375,1,1,no,,,,1,3,      237500101
2375,1,1,no,,,,2,4,      237500101
2375,23,1,si,0.0,5.0,,1,3,      237502301
2375,23,1,si,0.0,5.0,,2,4,      237502301
2375,70,1,no,,,,1,4,      237507001
2375,75,1,si,0.0,5.0,,1,5,      237507501
2375,75,1,no,,,,2,8,      237507501
2375,88,1,no,,,,1,8,      237508801
2375,88,1,no,,,,2,12,      237508801
2375,88,1,no,,,,3,13,      237508801
2375,112,1,si,0.0,4.0,,1,3,      237511201
2375,112,1,si,0.0,4.0,,2,5,      237511201
2376,39,1,no,,,,1,6,      237603901
2376,64,1,no,,,,1,2,      237606401
2376,64,1,no,,,,2,3,      237606401
2376,84,1,no,,,,1,3,      237608401
2376,84,1,no,,,,2,4,      237608401
2376,147,1,no,,,,1,3,      237614701
2377,17,1,no,,,,1,4,      237701701
2377,37,1,no,,,,1,4,      237703701
2377,37,1,no,,,,2,5,      237703701
