qhcluster,qhnumber,qhhome,ps109_1r,ps109_1a,ps109_1m,ps109_1s,ps7,hvidx,hhid
1521,13,1,si,2.0,0.0,,2,7,      152101301
1521,15,1,si,2.0,0.0,,1,3,      152101501
1521,38,1,si,2.0,0.0,,1,4,      152103801
1521,49,1,si,1.0,10.0,,1,3,      152104901
1521,76,1,si,2.0,0.0,,1,4,      152107601
1521,82,1,si,0.0,10.0,,1,3,      152108201
1522,16,1,no,,,,1,3,      152201601
1522,30,1,si,0.0,11.0,,1,3,      152203001
1522,33,1,no,,,,1,4,      152203301
1522,60,1,no,,,,1,3,      152206001
1522,79,1,si,0.0,11.0,,1,3,      152207901
1522,85,1,no,,,,1,4,      152208501
1523,1,1,si,0.0,6.0,,1,3,      152300101
1523,1,1,si,0.0,10.0,,2,4,      152300101
1523,1,1,si,0.0,10.0,,3,5,      152300101
1523,1,1,si,2.0,0.0,,4,7,      152300101
1523,3,1,si,2.0,0.0,,1,4,      152300301
1523,138,1,si,2.0,0.0,,1,3,      152313801
1523,141,1,si,2.0,0.0,,1,5,      152314101
1523,145,1,si,2.0,0.0,,1,5,      152314501
1523,145,1,si,2.0,0.0,,2,6,      152314501
1523,146,1,si,0.0,10.0,,1,4,      152314601
1523,147,1,si,2.0,0.0,,1,3,      152314701
1523,147,1,si,2.0,0.0,,2,4,      152314701
1523,147,1,si,2.0,0.0,,3,8,      152314701
1524,31,1,si,0.0,3.0,,1,3,      152403101
1524,32,1,si,2.0,3.0,,1,4,      152403201
1524,33,1,si,0.0,3.0,,1,4,      152403301
1524,34,1,si,2.0,3.0,,1,3,      152403401
1524,71,1,si,2.0,3.0,,1,3,      152407101
1524,74,1,si,0.0,3.0,,1,3,      152407401
1524,173,1,si,2.0,2.0,,1,3,      152417301
1524,173,1,si,2.0,2.0,,2,4,      152417301
1524,175,1,si,1.0,2.0,,1,5,      152417501
1525,1,1,si,2.0,3.0,,1,3,      152500101
1525,1,1,si,0.0,3.0,,2,4,      152500101
1525,2,1,si,2.0,4.0,,1,4,      152500201
1525,3,1,si,0.0,3.0,,1,4,      152500301
1525,3,1,si,0.0,3.0,,2,5,      152500301
1525,4,1,si,0.0,3.0,,1,4,      152500401
1525,11,1,si,1.0,2.0,,1,5,      152501101
1525,11,1,si,1.0,2.0,,2,6,      152501101
1525,12,1,si,2.0,3.0,,1,3,      152501201
1525,13,1,si,0.0,2.0,,1,3,      152501301
1525,141,1,si,2.0,3.0,,1,3,      152514101
1525,142,1,si,1.0,3.0,,1,7,      152514201
1525,143,1,si,1.0,3.0,,1,3,      152514301
1525,144,1,si,1.0,3.0,,1,3,      152514401
1525,145,1,si,0.0,3.0,,1,5,      152514501
1526,36,1,si,0.0,0.0,,1,3,      152603601
1526,39,1,si,2.0,0.0,,1,4,      152603901
1526,91,1,si,2.0,0.0,,1,4,      152609101
1526,94,1,si,2.0,0.0,,1,3,      152609401
1526,94,1,si,1.0,0.0,,2,4,      152609401
1526,103,1,si,2.0,0.0,,1,3,      152610301
1526,103,1,si,0.0,0.0,,2,4,      152610301
1526,105,1,si,0.0,0.0,,1,3,      152610501
1527,3,1,no,,,,1,7,      152700301
1527,4,1,no,,,,1,3,      152700401
1527,5,1,no,,,,1,5,      152700501
1527,5,1,no,,,,2,6,      152700501
1527,26,1,no,,,,1,3,      152702601
1527,27,1,no,,,,1,3,      152702701
1527,27,1,no,,,,2,4,      152702701
1527,29,1,no,,,,1,4,      152702901
1527,29,1,no,,,,2,5,      152702901
1527,112,1,no,,,,1,10,      152711201
1527,113,1,no,,,,1,4,      152711301
1527,114,1,no,,,,1,3,      152711401
1527,114,1,no,,,,2,4,      152711401
1527,115,1,no,,,,1,3,      152711501
1527,115,1,no,,,,2,4,      152711501
1528,61,1,si,2.0,3.0,,1,3,      152806101
1528,61,1,si,0.0,3.0,,2,4,      152806101
1528,63,1,si,0.0,3.0,,1,3,      152806301
1528,64,1,si,2.0,3.0,,1,3,      152806401
1528,64,1,si,2.0,3.0,,2,4,      152806401
1528,65,1,si,0.0,11.0,,1,4,      152806501
1528,108,1,no,,,,1,3,      152810801
1528,110,1,no,,,,1,2,      152811001
1528,111,1,no,,,,1,3,      152811101
1528,112,1,no,,,,1,3,      152811201
1528,149,1,no,,,,1,3,      152814901
1528,151,1,no,,,,1,3,      152815101
1528,151,1,no,,,,2,4,      152815101
1528,152,1,no,,,,1,3,      152815201
1529,18,1,si,2.0,0.0,,1,6,      152901801
1529,18,1,si,1.0,0.0,,2,7,      152901801
1529,33,1,si,2.0,0.0,,1,5,      152903301
1529,33,1,si,2.0,0.0,,2,6,      152903301
1529,33,1,si,1.0,0.0,,3,7,      152903301
1529,70,1,si,1.0,0.0,,1,4,      152907001
1529,81,1,si,2.0,0.0,,1,3,      152908101
1529,121,1,no,,,,1,3,      152912101
1529,122,1,si,2.0,0.0,,1,6,      152912201
1530,10,1,si,1.0,0.0,,1,3,      153001001
1530,10,1,no,,,,2,4,      153001001
1530,22,1,no,,,,1,7,      153002201
1530,87,1,si,2.0,0.0,,1,5,      153008701
1530,88,1,si,2.0,0.0,,1,4,      153008801
1530,88,1,si,2.0,0.0,,2,6,      153008801
1530,88,1,si,1.0,0.0,,3,7,      153008801
1530,88,1,si,1.0,0.0,,4,10,      153008801
1530,105,1,si,2.0,0.0,,1,2,      153010501
1531,31,1,si,1.0,0.0,,1,2,      153103101
1531,31,1,si,1.0,0.0,,2,3,      153103101
1531,31,1,si,1.0,0.0,,3,4,      153103101
1531,55,1,si,1.0,0.0,,1,4,      153105501
1531,137,1,si,1.0,0.0,,1,4,      153113701
1531,147,1,si,1.0,2.0,,1,3,      153114701
1531,150,1,si,1.0,0.0,,1,3,      153115001
1532,17,1,si,2.0,0.0,,1,3,      153201701
1532,18,1,si,2.0,0.0,,1,3,      153201801
1532,18,1,si,1.0,0.0,,2,4,      153201801
1533,62,1,si,1.0,0.0,,1,3,      153306201
1533,86,1,si,1.0,0.0,,1,4,      153308601
1533,86,1,si,1.0,0.0,,2,5,      153308601
1533,86,1,no,,,,3,6,      153308601
1533,94,1,no,,,,1,3,      153309401
1533,121,1,si,1.0,0.0,,1,6,      153312101
1533,121,1,si,1.0,0.0,,2,7,      153312101
1533,121,2,si,1.0,0.0,,1,5,      153312102
1533,126,1,no,,,,1,3,      153312601
1534,3,1,si,2.0,0.0,,1,3,      153400301
1534,3,1,si,2.0,0.0,,2,4,      153400301
1534,24,1,si,1.0,0.0,,1,3,      153402401
1534,36,1,no,,,,1,3,      153403601
1534,36,1,no,,,,2,4,      153403601
1534,46,1,si,1.0,0.0,,1,4,      153404601
1534,46,1,si,1.0,0.0,,2,6,      153404601
1534,53,1,no,,,,1,3,      153405301
1534,56,1,si,0.0,2.0,,1,11,      153405601
1534,123,1,si,2.0,0.0,,1,3,      153412301
1534,152,1,si,2.0,0.0,,1,4,      153415201
1534,152,1,si,2.0,0.0,,2,5,      153415201
1534,152,1,si,1.0,0.0,,3,6,      153415201
1534,174,1,si,2.0,0.0,,1,4,      153417401
1534,174,1,si,2.0,0.0,,2,5,      153417401
1534,174,1,si,2.0,0.0,,3,6,      153417401
1535,3,1,si,2.0,0.0,,1,3,      153500301
1535,25,1,si,1.0,0.0,,1,4,      153502501
1535,43,1,no,,,,1,4,      153504301
1535,109,1,si,1.0,0.0,,1,3,      153510901
1535,109,1,si,1.0,0.0,,2,4,      153510901
1535,109,1,si,1.0,0.0,,3,10,      153510901
1535,109,1,si,1.0,0.0,,4,12,      153510901
1535,128,1,si,1.0,0.0,,1,6,      153512801
1535,157,1,si,1.0,1.0,,1,3,      153515701
1535,157,1,si,1.0,0.0,,2,4,      153515701
1536,15,1,si,2.0,0.0,,1,6,      153601501
1536,41,1,si,1.0,6.0,,1,3,      153604101
1536,42,1,si,2.0,0.0,,1,4,      153604201
1536,61,1,no,,,,1,3,      153606101
1536,77,1,no,,,,1,5,      153607701
1536,102,1,no,,,,1,5,      153610201
1536,102,1,si,0.0,2.0,,2,6,      153610201
1536,120,1,si,2.0,2.0,,1,7,      153612001
1536,120,1,si,2.0,2.0,,2,8,      153612001
1536,120,1,si,2.0,2.0,,3,9,      153612001
1536,120,1,si,2.0,2.0,,4,12,      153612001
1537,11,1,si,2.0,0.0,,1,4,      153701101
1537,11,1,si,2.0,0.0,,2,5,      153701101
1537,11,1,si,1.0,0.0,,3,6,      153701101
1537,16,1,si,1.0,0.0,,1,5,      153701601
1537,16,1,si,1.0,0.0,,2,7,      153701601
1537,23,1,si,1.0,0.0,,1,3,      153702301
1537,29,1,si,1.0,0.0,,1,4,      153702901
1537,52,1,si,1.0,0.0,,1,5,      153705201
1538,23,1,si,2.0,0.0,,1,3,      153802301
1538,23,1,no,,,,2,4,      153802301
1538,46,1,si,2.0,0.0,,1,5,      153804601
1538,72,1,si,2.0,0.0,,1,5,      153807201
1538,72,1,si,2.0,0.0,,2,6,      153807201
1538,78,1,no,,,,1,5,      153807801
1538,97,1,si,2.0,0.0,,1,3,      153809701
1538,97,1,si,2.0,0.0,,2,4,      153809701
1538,97,1,no,,,,3,5,      153809701
1539,3,1,si,1.0,0.0,,1,3,      153900301
1539,13,1,no,,,,1,4,      153901301
1539,13,1,no,,,,2,5,      153901301
1539,26,1,no,,,,1,6,      153902601
1539,29,1,si,1.0,0.0,,1,2,      153902901
1539,47,1,si,2.0,0.0,,1,4,      153904701
1539,57,1,si,1.0,0.0,,1,3,      153905701
1539,57,1,si,1.0,0.0,,2,4,      153905701
1539,68,1,si,1.0,0.0,,1,3,      153906801
1539,68,1,si,1.0,0.0,,2,4,      153906801
1539,73,1,si,2.0,0.0,,1,4,      153907301
1539,73,1,si,1.0,0.0,,2,5,      153907301
1540,55,1,si,1.0,4.0,,1,3,      154005501
1540,57,1,si,0.0,5.0,,1,5,      154005701
1540,57,1,si,1.0,5.0,,2,7,      154005701
1540,57,1,si,1.0,5.0,,3,8,      154005701
1540,57,1,si,0.0,5.0,,4,9,      154005701
1540,92,1,si,1.0,5.0,,1,4,      154009201
1540,92,1,si,1.0,5.0,,2,5,      154009201
1540,92,1,si,0.0,5.0,,3,6,      154009201
1540,119,1,si,1.0,3.0,,1,3,      154011901
1540,119,1,si,1.0,3.0,,2,4,      154011901
1540,119,1,si,0.0,3.0,,3,5,      154011901
1540,152,1,si,1.0,5.0,,1,3,      154015201
1540,152,1,si,1.0,5.0,,2,8,      154015201
1540,152,1,si,1.0,5.0,,3,9,      154015201
1540,152,1,si,1.0,5.0,,4,10,      154015201
1540,156,1,si,1.0,3.0,,1,5,      154015601
1540,163,1,si,1.0,5.0,,1,3,      154016301
1540,163,1,si,1.0,5.0,,2,4,      154016301
1540,169,1,si,1.0,3.0,,1,6,      154016901
1541,67,1,si,2.0,0.0,,1,4,      154106701
1541,67,1,si,2.0,0.0,,2,5,      154106701
1541,69,1,si,2.0,0.0,,1,3,      154106901
1541,69,1,si,2.0,0.0,,2,6,      154106901
1541,104,1,si,2.0,0.0,,1,3,      154110401
1541,104,1,si,2.0,0.0,,2,4,      154110401
1541,149,1,si,2.0,0.0,,1,3,      154114901
1542,7,1,si,1.0,0.0,,1,5,      154200701
1542,7,1,si,1.0,0.0,,2,6,      154200701
1542,23,1,si,1.0,0.0,,1,4,      154202301
1542,23,1,si,1.0,0.0,,2,5,      154202301
1542,29,1,si,2.0,0.0,,1,8,      154202901
1542,29,2,si,0.0,10.0,,1,3,      154202902
1542,72,1,si,0.0,10.0,,1,3,      154207201
1543,27,1,no,,,,1,4,      154302701
1543,58,1,no,,,,1,8,      154305801
1543,58,1,no,,,,2,10,      154305801
1543,86,1,si,2.0,0.0,,1,3,      154308601
1543,102,1,no,,,,1,4,      154310201
1543,117,1,si,2.0,0.0,,1,7,      154311701
1543,117,1,si,1.0,0.0,,2,8,      154311701
1543,117,2,si,2.0,0.0,,1,4,      154311702
1543,117,2,si,2.0,0.0,,2,5,      154311702
1543,118,1,no,,,,1,5,      154311801
1543,118,1,no,,,,2,6,      154311801
1543,118,1,no,,,,3,7,      154311801
1543,120,1,si,2.0,0.0,,1,5,      154312001
1543,146,1,si,1.0,0.0,,1,6,      154314601
1544,3,1,no,,,,1,3,      154400301
1544,3,1,no,,,,2,4,      154400301
1544,4,1,si,1.0,0.0,,1,2,      154400401
1544,4,1,si,1.0,0.0,,2,3,      154400401
1544,4,1,si,1.0,0.0,,3,4,      154400401
1544,4,1,si,1.0,0.0,,4,5,      154400401
1544,44,1,si,2.0,0.0,,1,3,      154404401
1544,44,1,si,2.0,0.0,,2,4,      154404401
1544,156,1,si,1.0,0.0,,1,6,      154415601
1544,185,1,si,2.0,0.0,,1,3,      154418501
1545,34,1,no,,,,1,4,      154503401
1545,51,1,si,2.0,0.0,,1,3,      154505101
1545,61,1,no,,,,1,5,      154506101
1545,63,1,si,1.0,0.0,,1,3,      154506301
1545,63,1,si,1.0,0.0,,2,4,      154506301
1545,63,1,si,1.0,0.0,,3,5,      154506301
1545,63,1,no,,,,4,6,      154506301
1545,63,1,si,1.0,0.0,,5,7,      154506301
1545,63,2,si,1.0,0.0,,1,3,      154506302
1545,68,1,si,1.0,0.0,,1,4,      154506801
1545,68,1,si,1.0,0.0,,2,6,      154506801
1545,68,1,si,1.0,0.0,,3,7,      154506801
1545,68,1,si,1.0,0.0,,4,11,      154506801
1545,76,1,si,1.0,0.0,,1,6,      154507601
1546,18,1,no,,,,1,2,      154601801
1546,29,1,si,0.0,6.0,,1,3,      154602901
1546,80,1,no,,,,1,3,      154608001
1546,80,1,no,,,,2,5,      154608001
1546,80,1,si,0.0,9.0,,3,7,      154608001
1546,110,2,no,,,,1,3,      154611002
1546,110,2,si,1.0,0.0,,2,4,      154611002
1547,71,1,si,2.0,0.0,,1,3,      154707101
1547,71,1,si,2.0,0.0,,2,4,      154707101
1547,71,1,si,2.0,0.0,,3,8,      154707101
1547,93,1,si,1.0,0.0,,1,3,      154709301
1548,34,1,no,,,,1,8,      154803401
1548,103,1,si,2.0,0.0,,1,2,      154810301
1548,104,1,si,1.0,0.0,,1,4,      154810401
1548,126,1,no,,,,1,3,      154812601
1549,28,1,si,2.0,1.0,,1,6,      154902801
1549,38,1,si,0.0,1.0,,1,3,      154903801
1549,80,1,si,2.0,1.0,,1,4,      154908001
1550,54,1,no,,,,1,5,      155005401
1550,74,1,si,1.0,0.0,,1,8,      155007401
1550,88,1,si,1.0,0.0,,1,3,      155008801
1550,88,1,si,1.0,0.0,,2,6,      155008801
1550,88,1,no,,,,3,8,      155008801
1550,151,1,si,1.0,0.0,,1,3,      155015101
1551,18,1,no,,,,1,4,      155101801
1551,18,1,si,2.0,0.0,,2,6,      155101801
1551,66,1,si,2.0,0.0,,1,3,      155106601
1551,103,1,si,2.0,0.0,,1,3,      155110301
1551,125,1,si,2.0,0.0,,1,3,      155112501
1552,8,1,si,2.0,0.0,,1,2,      155200801
1552,23,1,si,2.0,0.0,,1,9,      155202301
1552,23,1,si,2.0,0.0,,2,11,      155202301
1552,23,1,si,1.0,0.0,,3,12,      155202301
1552,35,1,9,99.0,99.0,,1,7,      155203501
1552,36,1,si,2.0,0.0,,1,3,      155203601
1552,36,1,si,2.0,0.0,,2,4,      155203601
1552,72,1,si,2.0,0.0,,1,3,      155207201
1552,72,1,si,2.0,0.0,,2,4,      155207201
1552,72,1,no,,,,3,5,      155207201
1553,7,1,si,2.0,0.0,,1,4,      155300701
1553,7,1,si,2.0,0.0,,2,5,      155300701
1553,12,1,no,,,,1,3,      155301201
1553,12,3,si,2.0,0.0,,1,3,      155301203
1553,49,1,si,1.0,0.0,,1,6,      155304901
1553,60,1,si,1.0,0.0,,1,4,      155306001
1553,65,1,no,,,,1,4,      155306501
1553,79,1,si,2.0,0.0,,1,3,      155307901
1553,79,1,si,2.0,0.0,,2,8,      155307901
1554,6,1,no,,,,1,3,      155400601
1554,6,1,no,,,,2,4,      155400601
1554,6,1,no,,,,3,5,      155400601
1554,39,1,no,,,,1,4,      155403901
1554,42,1,si,2.0,2.0,,1,4,      155404201
1554,42,1,si,2.0,2.0,,2,5,      155404201
1554,62,1,no,,,,1,5,      155406201
1554,62,1,no,,,,2,6,      155406201
1554,79,1,si,2.0,0.0,,1,3,      155407901
1554,112,1,si,0.0,1.0,,1,4,      155411201
1555,18,1,si,1.0,0.0,,1,3,      155501801
1555,18,1,si,1.0,0.0,,2,4,      155501801
1555,18,1,si,1.0,0.0,,3,5,      155501801
1555,20,1,si,1.0,0.0,,1,3,      155502001
1555,20,1,si,1.0,0.0,,2,7,      155502001
1555,41,1,si,1.0,0.0,,1,4,      155504101
1555,41,1,si,1.0,0.0,,2,5,      155504101
1555,47,1,si,1.0,0.0,,1,6,      155504701
1555,94,1,no,,,,1,3,      155509401
1555,103,1,no,,,,1,3,      155510301
1555,103,1,no,,,,2,4,      155510301
1555,103,1,si,1.0,0.0,,3,7,      155510301
1555,121,1,no,,,,1,4,      155512101
1555,121,1,no,,,,2,5,      155512101
1556,102,1,no,,,,1,3,      155610201
1556,126,1,no,,,,1,3,      155612601
1556,135,1,si,2.0,0.0,,1,5,      155613501
1556,135,1,si,2.0,0.0,,2,6,      155613501
1556,137,1,si,2.0,0.0,,1,2,      155613701
1556,137,1,si,2.0,0.0,,2,3,      155613701
1556,137,1,si,2.0,0.0,,3,4,      155613701
1556,145,1,si,1.0,0.0,,1,3,      155614501
1556,158,1,no,,,,1,4,      155615801
1556,158,1,no,,,,2,5,      155615801
1556,158,1,no,,,,3,9,      155615801
1557,12,1,si,2.0,1.0,,1,4,      155701201
1557,12,1,si,0.0,1.0,,2,5,      155701201
1557,16,1,si,1.0,0.0,,1,2,      155701601
1557,21,1,si,2.0,3.0,,1,4,      155702101
1557,21,1,si,1.0,3.0,,2,5,      155702101
1557,42,1,no,,,,1,2,      155704201
1557,46,1,si,2.0,0.0,,1,4,      155704601
1557,46,1,si,1.0,0.0,,2,6,      155704601
1557,55,1,si,2.0,4.0,,1,4,      155705501
1557,60,1,si,2.0,0.0,,1,4,      155706001
1557,60,1,si,2.0,0.0,,2,5,      155706001
1557,60,1,si,1.0,0.0,,3,6,      155706001
1558,5,1,si,1.0,4.0,,1,3,      155800501
1558,5,1,si,1.0,4.0,,2,4,      155800501
1558,5,1,si,1.0,4.0,,3,5,      155800501
1558,6,1,si,1.0,4.0,,1,7,      155800601
1558,12,1,no,,,,1,3,      155801201
1558,15,1,si,1.0,0.0,,1,3,      155801501
1558,15,1,no,,,,2,4,      155801501
1558,56,1,si,1.0,0.0,,1,3,      155805601
1558,58,1,si,1.0,2.0,,1,5,      155805801
1558,80,1,no,,,,1,3,      155808001
1558,80,1,no,,,,2,4,      155808001
1558,83,1,no,,,,1,4,      155808301
1559,4,1,no,,,,1,3,      155900401
1559,4,1,no,,,,2,4,      155900401
1559,11,1,si,1.0,1.0,,1,6,      155901101
1559,14,1,si,2.0,2.0,,1,5,      155901401
1559,40,1,si,1.0,2.0,,1,3,      155904001
1559,40,1,si,2.0,2.0,,2,4,      155904001
1559,40,1,si,1.0,0.0,,3,6,      155904001
1559,70,1,si,1.0,0.0,,1,4,      155907001
1559,70,1,si,1.0,0.0,,2,5,      155907001
1559,73,1,no,,,,1,3,      155907301
1559,73,1,no,,,,2,4,      155907301
1559,73,1,si,1.0,1.0,,3,5,      155907301
1559,78,1,si,1.0,0.0,,1,4,      155907801
1559,78,1,no,,,,2,5,      155907801
1559,112,1,si,2.0,0.0,,1,3,      155911201
1559,112,1,si,0.0,0.0,,2,4,      155911201
1559,112,1,no,,,,3,7,      155911201
1560,22,1,si,1.0,0.0,,1,2,      156002201
1560,49,1,si,2.0,0.0,,1,3,      156004901
1560,77,1,si,2.0,0.0,,1,4,      156007701
1560,77,1,si,2.0,0.0,,2,5,      156007701
1560,77,1,si,2.0,0.0,,3,8,      156007701
1560,106,1,si,2.0,0.0,,1,3,      156010601
1560,106,1,si,2.0,0.0,,2,4,      156010601
1561,13,1,si,2.0,0.0,,1,5,      156101301
1561,17,1,no,,,,1,3,      156101701
1561,18,1,no,,,,1,3,      156101801
1561,39,1,no,,,,1,6,      156103901
1561,56,1,si,1.0,0.0,,1,3,      156105601
1561,76,1,si,2.0,0.0,,1,2,      156107601
1561,93,1,si,2.0,0.0,,1,3,      156109301
1561,138,1,si,2.0,0.0,,1,4,      156113801
1562,10,1,no,,,,1,4,      156201001
1562,10,1,no,,,,2,5,      156201001
1562,16,1,si,2.0,0.0,,1,4,      156201601
1562,40,1,si,1.0,0.0,,1,6,      156204001
1562,40,1,si,0.0,3.0,,3,10,      156204001
1562,40,1,si,2.0,0.0,,2,11,      156204001
1562,81,1,si,2.0,0.0,,1,3,      156208101
1562,81,1,si,2.0,0.0,,2,4,      156208101
1562,81,1,si,1.0,0.0,,3,5,      156208101
1562,114,1,si,2.0,0.0,,1,3,      156211401
1562,151,1,si,2.0,0.0,,1,3,      156215101
1562,151,1,si,2.0,0.0,,2,4,      156215101
1562,151,1,no,,,,3,5,      156215101
1563,4,1,si,2.0,0.0,,1,3,      156300401
1563,4,1,si,2.0,0.0,,2,6,      156300401
1563,7,1,si,2.0,0.0,,1,4,      156300701
1563,7,1,no,,,,2,5,      156300701
1563,7,1,no,,,,3,6,      156300701
1563,13,1,si,2.0,0.0,,1,3,      156301301
1563,13,1,si,2.0,0.0,,2,4,      156301301
1563,43,1,si,1.0,0.0,,1,3,      156304301
1563,43,1,no,,,,2,4,      156304301
1563,43,1,si,2.0,0.0,,3,8,      156304301
1563,43,1,no,,,,4,9,      156304301
1563,69,1,si,2.0,0.0,,1,3,      156306901
1563,76,1,si,2.0,0.0,,1,5,      156307601
1563,95,1,si,2.0,0.0,,1,3,      156309501
1564,24,1,si,2.0,0.0,,1,3,      156402401
1564,31,1,no,,,,1,4,      156403101
1564,31,1,no,,,,2,5,      156403101
1564,69,1,si,1.0,0.0,,1,4,      156406901
1564,105,1,si,1.0,1.0,,1,5,      156410501
1565,13,1,si,2.0,0.0,,1,3,      156501301
1565,14,1,si,2.0,0.0,,1,5,      156501401
1565,14,1,si,2.0,0.0,,2,6,      156501401
1565,21,1,si,2.0,0.0,,1,3,      156502101
1565,21,1,no,,,,2,5,      156502101
1565,21,1,no,,,,3,6,      156502101
1565,75,1,si,2.0,0.0,,1,4,      156507501
1565,83,1,si,2.0,0.0,,1,5,      156508301
1565,92,1,no,,,,1,8,      156509201
1565,105,1,si,2.0,0.0,,1,3,      156510501
1566,6,1,si,2.0,0.0,,1,3,      156600601
1566,12,1,si,2.0,0.0,,1,2,      156601201
1566,26,1,si,2.0,0.0,,1,3,      156602601
1566,43,1,si,1.0,0.0,,1,3,      156604301
1566,64,1,si,2.0,0.0,,1,5,      156606401
1566,88,1,si,1.0,0.0,,1,4,      156608801
1566,114,1,si,2.0,0.0,,1,4,      156611401
1566,118,1,si,2.0,0.0,,1,2,      156611801
1566,118,1,si,2.0,0.0,,2,3,      156611801
1566,126,1,si,2.0,0.0,,1,3,      156612601
1566,126,1,no,,,,2,4,      156612601
1567,3,1,si,1.0,0.0,,1,4,      156700301
1567,4,1,si,1.0,0.0,,1,2,      156700401
1567,4,1,si,1.0,0.0,,2,3,      156700401
1567,4,1,si,2.0,0.0,,3,5,      156700401
1567,27,1,si,1.0,0.0,,1,4,      156702701
1567,27,1,no,,,,2,5,      156702701
1567,36,1,si,1.0,0.0,,1,7,      156703601
1567,50,1,si,0.0,6.0,,1,4,      156705001
1567,50,1,si,0.0,6.0,,2,5,      156705001
1568,3,1,si,1.0,0.0,,1,2,      156800301
1568,10,1,si,2.0,0.0,,1,4,      156801001
1568,12,1,si,2.0,0.0,,1,4,      156801201
1568,34,1,si,2.0,0.0,,1,3,      156803401
1568,54,1,si,2.0,0.0,,1,4,      156805401
1568,88,1,si,2.0,0.0,,1,3,      156808801
1568,88,1,si,2.0,0.0,,2,4,      156808801
1568,93,1,no,,,,1,2,      156809301
1568,93,1,si,2.0,0.0,,2,6,      156809301
1568,93,1,si,1.0,0.0,,3,7,      156809301
1569,5,1,si,2.0,0.0,,1,4,      156900501
1569,15,1,si,2.0,0.0,,1,2,      156901501
1569,57,1,si,2.0,0.0,,1,5,      156905701
1569,57,1,si,2.0,0.0,,2,6,      156905701
1569,71,1,si,2.0,0.0,,1,5,      156907101
1569,89,1,si,2.0,0.0,,1,2,      156908901
1569,89,1,si,1.0,0.0,,2,3,      156908901
1570,1,1,si,1.0,0.0,,1,3,      157000101
1570,1,1,si,1.0,0.0,,2,4,      157000101
1570,1,1,si,1.0,0.0,,3,5,      157000101
1570,1,1,no,,,,4,8,      157000101
1570,9,1,si,1.0,0.0,,1,3,      157000901
1570,27,1,si,1.0,0.0,,1,4,      157002701
1570,27,1,no,,,,2,5,      157002701
1570,46,1,no,,,,1,3,      157004601
1570,53,1,si,1.0,0.0,,1,3,      157005301
1570,59,1,no,,,,1,4,      157005901
1570,59,1,no,,,,2,7,      157005901
1570,59,1,no,,,,3,8,      157005901
1570,63,1,si,1.0,0.0,,1,3,      157006301
1570,63,1,si,1.0,0.0,,2,4,      157006301
1571,4,1,si,1.0,0.0,,1,4,      157100401
1571,11,1,no,,,,1,3,      157101101
1571,23,1,no,,,,1,3,      157102301
1571,23,1,no,,,,2,4,      157102301
1571,49,1,no,,,,1,4,      157104901
1571,49,1,no,,,,2,5,      157104901
1571,56,1,no,,,,1,3,      157105601
1571,68,1,no,,,,1,3,      157106801
1571,92,1,no,,,,1,3,      157109201
1571,92,1,no,,,,2,4,      157109201
1571,92,1,no,,,,3,5,      157109201
1571,106,1,no,,,,1,3,      157110601
1571,106,1,no,,,,2,4,      157110601
1571,106,1,no,,,,3,5,      157110601
1572,8,1,si,1.0,2.0,,1,4,      157200801
1572,8,1,si,1.0,2.0,,2,5,      157200801
1572,39,1,si,1.0,0.0,,1,3,      157203901
1572,40,1,si,1.0,2.0,,1,4,      157204001
1572,55,1,si,1.0,0.0,,1,5,      157205501
1572,55,1,no,,,,2,6,      157205501
1572,64,1,si,0.0,0.0,,1,4,      157206401
1572,66,1,no,,,,1,3,      157206601
1573,29,1,si,0.0,1.0,,1,5,      157302901
1573,88,1,si,2.0,1.0,,1,5,      157308801
1573,88,1,si,2.0,1.0,,2,6,      157308801
1574,46,1,no,,,,1,4,      157404601
1574,54,1,si,1.0,2.0,,1,6,      157405401
1574,54,1,si,1.0,2.0,,2,7,      157405401
1574,54,1,si,1.0,2.0,,3,9,      157405401
1574,70,1,si,0.0,3.0,,1,4,      157407001
1574,75,1,si,2.0,2.0,,1,3,      157407501
1574,86,1,si,1.0,2.0,,1,4,      157408601
1574,86,1,si,2.0,4.0,,2,8,      157408601
1574,91,1,si,1.0,0.0,,1,6,      157409101
1574,91,1,no,,,,2,7,      157409101
1574,108,1,si,2.0,4.0,,1,4,      157410801
1575,29,1,si,2.0,3.0,,1,3,      157502901
1575,29,1,si,1.0,3.0,,2,4,      157502901
1575,43,1,si,2.0,1.0,,1,3,      157504301
1575,59,1,si,1.0,1.0,,1,3,      157505901
1575,59,1,si,1.0,1.0,,2,4,      157505901
1575,73,1,si,0.0,3.0,,1,2,      157507301
1575,73,1,si,0.0,3.0,,2,3,      157507301
1575,110,1,si,1.0,1.0,,1,5,      157511001
1575,170,1,si,0.0,1.0,,1,3,      157517001
1575,173,1,si,2.0,3.0,,1,4,      157517301
1576,2,1,si,2.0,0.0,,1,3,      157600201
1576,11,1,si,2.0,0.0,,1,3,      157601101
1576,11,1,si,2.0,0.0,,2,4,      157601101
1576,11,1,si,2.0,0.0,,3,5,      157601101
1576,11,1,si,1.0,0.0,,4,8,      157601101
1576,37,1,si,2.0,0.0,,1,2,      157603701
1576,37,1,si,1.0,0.0,,2,3,      157603701
1576,51,1,si,2.0,0.0,,1,3,      157605101
1576,51,1,no,,,,2,4,      157605101
